name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),price_range,price_range_sort
C Corner,Yes,No,3.2,36,Kumaraswamy Layout,Quick Bites,"Fast Food, Street Food",200.0,Delivery,Banashankari,Budget (₹0-300),1
Paratha Merchant,Yes,No,3.1,39,Kumaraswamy Layout,Quick Bites,North Indian,300.0,Delivery,Banashankari,Budget (₹0-300),1
North Rasoe,Yes,No,3.1,5,Kumaraswamy Layout,Casual Dining,"North Indian, Chinese, Biryani, Kebab",500.0,Delivery,Banashankari,Mid Range (₹301-600),2
Toscano,Yes,Yes,4.3,1129,Jayanagar,Casual Dining,"Italian, Salad",1300.0,Delivery,Banashankari,Luxury (₹1000+),4
Lord Of The Kitchen,Yes,No,3.9,56,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",350.0,Delivery,Banashankari,Mid Range (₹301-600),2
Stoned Monkey,Yes,No,4.3,860,Banashankari,Dessert Parlor,"Desserts, Ice Cream",500.0,Delivery,Banashankari,Mid Range (₹301-600),2
Central Jail Restaurant,Yes,No,3.8,412,Jayanagar,Casual Dining,"Andhra, Seafood, North Indian, Chinese",700.0,Delivery,Banashankari,Premium (₹601-1000),3
Bella,Yes,Yes,3.9,142,Jayanagar,Casual Dining,"Mangalorean, Seafood, South Indian",1000.0,Delivery,Banashankari,Premium (₹601-1000),3
Vennela Andhra Meals,Yes,No,3.0,23,Jayanagar,Quick Bites,Andhra,400.0,Delivery,Banashankari,Mid Range (₹301-600),2
New Prashanth Hotel,Yes,No,3.6,143,Jayanagar,Casual Dining,"South Indian, Biryani, Chinese, North Indian",750.0,Delivery,Banashankari,Premium (₹601-1000),3
The Grillo,Yes,Yes,2.8,80,Jayanagar,Casual Dining,"South Indian, Arabian, Chinese, North Indian, Seafood, Mangalorean",500.0,Delivery,Banashankari,Mid Range (₹301-600),2
Re Malnad Nati Style Hotel,Yes,No,3.6,16,JP Nagar,Casual Dining,South Indian,400.0,Delivery,Banashankari,Mid Range (₹301-600),2
Karma Kaapi,Yes,No,4.4,181,Jayanagar,Beverage Shop,"Beverages, Tea",250.0,Delivery,Banashankari,Budget (₹0-300),1
Tiwari's,Yes,No,3.8,70,Jayanagar,Quick Bites,"North Indian, Street Food",200.0,Delivery,Banashankari,Budget (₹0-300),1
Pizza Stop,Yes,No,3.8,164,Basavanagudi,Quick Bites,"Pizza, Italian",600.0,Delivery,Banashankari,Mid Range (₹301-600),2
Biggies Burger 'n' More,Yes,No,3.6,58,Kumaraswamy Layout,Quick Bites,"Cafe, Burger, Beverages",650.0,Delivery,Banashankari,Premium (₹601-1000),3
Srinathji's Cafe,No,No,3.8,148,Basavanagudi,"Casual Dining, Cafe","North Indian, Cafe, Chinese, Fast Food",550.0,Delivery,Banashankari,Mid Range (₹301-600),2
Kollapuri's,No,No,3.9,206,Basavanagudi,Quick Bites,"South Indian, Mangalorean",450.0,Delivery,Banashankari,Mid Range (₹301-600),2
Kadamba Classic,No,No,3.6,16,Mysore Road,Quick Bites,South Indian,300.0,Delivery,Banashankari,Budget (₹0-300),1
RS Shiv Sagar,No,No,3.7,217,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian, Fast Food, Juices",450.0,Delivery,Banashankari,Mid Range (₹301-600),2
Kholi Mane,No,No,3.6,46,Basavanagudi,Quick Bites,"Andhra, South Indian, Biryani, North Indian",450.0,Delivery,Banashankari,Mid Range (₹301-600),2
Harshi Super Sandwich,No,No,3.8,148,Basavanagudi,Quick Bites,"Fast Food, Street Food",150.0,Delivery,Banashankari,Budget (₹0-300),1
Cake Yard,No,No,3.4,30,Basavanagudi,Dessert Parlor,Desserts,250.0,Delivery,Banashankari,Budget (₹0-300),1
Rosewood International Hotel - Bar & Restaurant,No,No,3.6,8,Mysore Road,Casual Dining,"North Indian, South Indian, Andhra, Chinese",800.0,Delivery,Banashankari,Premium (₹601-1000),3
Sri Udupi Veg,No,No,3.3,4,Jayanagar,Quick Bites,South Indian,250.0,Delivery,Banashankari,Budget (₹0-300),1
Cake Art,No,No,3.5,15,Basavanagudi,"Bakery, Quick Bites",Bakery,400.0,Delivery,Banashankari,Mid Range (₹301-600),2
Potato House,Yes,No,3.4,9,Uttarahalli,Quick Bites,Street Food,200.0,Delivery,Banashankari,Budget (₹0-300),1
Matru Sagar,Yes,No,3.7,31,Mysore Road,Quick Bites,"South Indian, North Indian",300.0,Delivery,Banashankari,Budget (₹0-300),1
Ugadi,Yes,No,2.9,177,Jayanagar,Casual Dining,"North Indian, Chinese, Biryani, Andhra, Mangalorean",700.0,Delivery,Banashankari,Premium (₹601-1000),3
Sri Krishna Sweets,Yes,No,3.7,22,Basavanagudi,Sweet Shop,"Mithai, Desserts",250.0,Delivery,Banashankari,Budget (₹0-300),1
In Time Cane Juice,Yes,No,3.5,10,Kumaraswamy Layout,Beverage Shop,"Juices, Beverages",100.0,Delivery,Banashankari,Budget (₹0-300),1
Subway,Yes,No,3.7,136,Banashankari,Quick Bites,"Salad, Fast Food",600.0,Delivery,Banashankari,Mid Range (₹301-600),2
Daal Roti,Yes,No,2.9,35,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",250.0,Delivery,Banashankari,Budget (₹0-300),1
The Lassi Park,Yes,No,4.1,185,Jayanagar,Quick Bites,"Juices, Desserts",200.0,Delivery,Banashankari,Budget (₹0-300),1
Cafe Coffee Day,Yes,No,3.2,17,Jayanagar,Cafe,"Cafe, Fast Food",900.0,Delivery,Banashankari,Premium (₹601-1000),3
A2B - Adyar Ananda Bhavan,Yes,No,3.8,155,Mysore Road,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400.0,Delivery,Banashankari,Mid Range (₹301-600),2
Srikrishna Bhavan,Yes,No,3.8,42,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",300.0,Delivery,Banashankari,Budget (₹0-300),1
Timepass Dinner,Yes,No,3.8,286,Basavanagudi,Casual Dining,North Indian,600.0,Delivery,Banashankari,Mid Range (₹301-600),2
Green Gardenia,Yes,No,3.8,160,Banashankari,Casual Dining,"North Indian, Chinese",700.0,Delivery,Banashankari,Premium (₹601-1000),3
J Spice,Yes,No,3.8,59,Banashankari,Casual Dining,"North Indian, Chinese",750.0,Delivery,Banashankari,Premium (₹601-1000),3
Karavali Family Restaurant,Yes,No,3.5,90,Jayanagar,Casual Dining,"Seafood, Biryani, South Indian, North Indian, Chinese",500.0,Delivery,Banashankari,Mid Range (₹301-600),2
Karavali Lunch Home,Yes,No,3.7,51,Kumaraswamy Layout,Quick Bites,"South Indian, Mangalorean",350.0,Delivery,Banashankari,Mid Range (₹301-600),2
Hatti Kaapi,Yes,No,4.0,89,Jayanagar,Quick Bites,"South Indian, Beverages",200.0,Delivery,Banashankari,Budget (₹0-300),1
Kolkata Kathi Roll's,Yes,No,3.6,18,Banashankari,Quick Bites,"Fast Food, Rolls",250.0,Delivery,Banashankari,Budget (₹0-300),1
Upahara Darshini,Yes,No,3.9,40,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian, Fast Food",600.0,Delivery,Banashankari,Mid Range (₹301-600),2
The Chaat Shop,Yes,No,2.5,35,Basavanagudi,Quick Bites,Fast Food,200.0,Delivery,Banashankari,Budget (₹0-300),1
Anda Ka Funda,Yes,No,3.4,89,Jayanagar,Quick Bites,"North Indian, Chinese, Rolls",250.0,Delivery,Banashankari,Budget (₹0-300),1
Shri Vinayaka Ice N Juice,Yes,No,3.2,11,Basavanagudi,Quick Bites,"Beverages, Fast Food",150.0,Delivery,Banashankari,Budget (₹0-300),1
My Tea House,Yes,No,3.6,62,Banashankari,"Quick Bites, Cafe","Italian, Fast Food, Cafe, European",600.0,Delivery,Banashankari,Mid Range (₹301-600),2
Ibaco,Yes,No,3.9,33,Jayanagar,Dessert Parlor,Desserts,300.0,Delivery,Banashankari,Budget (₹0-300),1
Jalaram Sweets,Yes,No,3.8,32,Jayanagar,Sweet Shop,"Desserts, Mithai",250.0,Delivery,Banashankari,Budget (₹0-300),1
Samskruti - Sanman Gardenia,Yes,No,4.1,139,Jayanagar,Casual Dining,"North Indian, Chinese, South Indian",550.0,Delivery,Banashankari,Mid Range (₹301-600),2
Bendakaluru Bytes,Yes,No,3.2,154,Vijay Nagar,Quick Bites,Fast Food,300.0,Delivery,Banashankari,Budget (₹0-300),1
Cocoa Bakes,Yes,No,3.6,14,Banashankari,Bakery,"Bakery, Desserts",350.0,Delivery,Banashankari,Mid Range (₹301-600),2
Chumma Delicious,Yes,No,3.7,237,Banashankari,Quick Bites,"South Indian, Fast Food",200.0,Delivery,Banashankari,Budget (₹0-300),1
New Prashanth Hotel,Yes,No,3.9,388,Banashankari,Casual Dining,"Biryani, North Indian, Seafood, Andhra",650.0,Delivery,Banashankari,Premium (₹601-1000),3
Dwaraka Grand,Yes,No,3.9,128,Kumaraswamy Layout,Casual Dining,"South Indian, Chinese, Street Food, Juices",500.0,Delivery,Banashankari,Mid Range (₹301-600),2
Gufha - The President Hotel,Yes,Yes,4.1,1875,Jayanagar,Casual Dining,"North Indian, Afghani, Mughlai",1200.0,Delivery,Banashankari,Luxury (₹1000+),4
Cafe Vivacity,Yes,No,3.8,90,Banashankari,Cafe,Cafe,650.0,Delivery,Banashankari,Premium (₹601-1000),3
Tanna's Kitchen,Yes,No,3.1,7,Kumaraswamy Layout,Quick Bites,"Italian, Chinese, Street Food",250.0,Delivery,Banashankari,Budget (₹0-300),1
Shree Mandarathi Grand,Yes,No,3.7,38,Uttarahalli,Casual Dining,"South Indian, North Indian",400.0,Delivery,Banashankari,Mid Range (₹301-600),2
Mojo Pizza - 2X Toppings,Yes,No,4.2,179,Banashankari,Delivery,Pizza,600.0,Delivery,Banashankari,Mid Range (₹301-600),2
Iceberg Icecreams,Yes,No,4.0,43,Basavanagudi,Dessert Parlor,"Desserts, Ice Cream",250.0,Delivery,Banashankari,Budget (₹0-300),1
South Kitchen,Yes,No,4.3,275,Basavanagudi,Quick Bites,South Indian,100.0,Delivery,Banashankari,Budget (₹0-300),1
Chung Wah,Yes,No,3.7,323,Jayanagar,Casual Dining,"Chinese, Thai, Momos",850.0,Delivery,Banashankari,Premium (₹601-1000),3
Shanthi Sagar,Yes,No,3.1,28,Uttarahalli,Casual Dining,"South Indian, North Indian, Chinese",400.0,Delivery,Banashankari,Mid Range (₹301-600),2
Millet Mama,Yes,No,3.9,18,Basavanagudi,Quick Bites,"South Indian, Healthy Food",200.0,Delivery,Banashankari,Budget (₹0-300),1
Bangarpet Chat Express,Yes,No,3.3,6,Basavanagudi,Quick Bites,"Street Food, Fast Food",100.0,Delivery,Banashankari,Budget (₹0-300),1
Prems Graama Bhojanam,Yes,No,4.3,322,Jayanagar,Casual Dining,South Indian,400.0,Delivery,Banashankari,Mid Range (₹301-600),2
Java City,Yes,No,2.6,157,Jayanagar,Cafe,"Cafe, American, Pizza",450.0,Delivery,Banashankari,Mid Range (₹301-600),2
Kamat Bugle Rock,Yes,No,3.9,543,Basavanagudi,Quick Bites,"South Indian, Fast Food",300.0,Delivery,Banashankari,Budget (₹0-300),1
Woodee Pizza,Yes,No,3.7,180,Banashankari,Cafe,"Cafe, Pizza, Fast Food, Beverages",500.0,Delivery,Banashankari,Mid Range (₹301-600),2
Puliyogare Point,Yes,No,4.2,444,Basavanagudi,Quick Bites,South Indian,100.0,Delivery,Banashankari,Budget (₹0-300),1
Bangalore Agarwal Bhavan,Yes,No,3.9,134,Jayanagar,Quick Bites,"Street Food, North Indian, South Indian",400.0,Delivery,Banashankari,Mid Range (₹301-600),2
Rustic Stove,Yes,No,3.8,577,Jayanagar,Casual Dining,"North Indian, South Indian, Biryani, Beverages",900.0,Delivery,Banashankari,Premium (₹601-1000),3
Udupi Ruchi Grand,Yes,No,4.2,60,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200.0,Delivery,Banashankari,Budget (₹0-300),1
De Thaali,Yes,No,3.9,144,Jayanagar,Casual Dining,"North Indian, Chinese, Rolls",550.0,Delivery,Banashankari,Mid Range (₹301-600),2
Spice Elephant,Yes,No,4.1,787,Banashankari,Casual Dining,"Chinese, North Indian, Thai",800.0,Delivery,Banashankari,Premium (₹601-1000),3
Just Thindi,Yes,No,3.6,16,Basavanagudi,Quick Bites,South Indian,200.0,Delivery,Banashankari,Budget (₹0-300),1
Matru Sagar,Yes,No,3.6,84,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",250.0,Delivery,Banashankari,Budget (₹0-300),1
Vasanth Vihar - Since 1965,Yes,No,3.6,95,Banashankari,Quick Bites,"South Indian, Street Food",150.0,Delivery,Banashankari,Budget (₹0-300),1
Sea Spice by 7 Star,Yes,Yes,4.0,349,Banashankari,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200.0,Delivery,Banashankari,Luxury (₹1000+),4
Desi Dawat,Yes,No,3.7,248,Kumaraswamy Layout,Quick Bites,"North Indian, Fast Food",400.0,Delivery,Banashankari,Mid Range (₹301-600),2
Cafe Aira,Yes,No,4.1,216,Basavanagudi,Cafe,"Cafe, Continental, Beverages, Desserts",500.0,Delivery,Banashankari,Mid Range (₹301-600),2
Penthouse Cafe,Yes,No,4.0,324,Banashankari,Cafe,"Cafe, Italian, Continental",700.0,Delivery,Banashankari,Premium (₹601-1000),3
Mast Punjabi,Yes,No,2.6,231,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese, Rolls, Biryani, Kebab",400.0,Delivery,Banashankari,Mid Range (₹301-600),2
South Grand,Yes,No,3.4,102,Uttarahalli,Casual Dining,"South Indian, North Indian, Chinese, Beverages",400.0,Delivery,Banashankari,Mid Range (₹301-600),2
Catch-up-ino,Yes,No,3.9,133,Banashankari,Cafe,"Cafe, Fast Food, Continental, Chinese, Momos",800.0,Delivery,Banashankari,Premium (₹601-1000),3
The Pizzeria,Yes,No,2.8,45,Banashankari,Casual Dining,"Pizza, Italian, Salad",800.0,Delivery,Banashankari,Premium (₹601-1000),3
Cafe Zone,Yes,No,3.9,149,Kumaraswamy Layout,Quick Bites,"Fast Food, Chinese, Rolls",300.0,Delivery,Banashankari,Budget (₹0-300),1
Ruchis Point,Yes,No,3.8,75,Banashankari,Quick Bites,"Fast Food, Chinese",200.0,Delivery,Banashankari,Budget (₹0-300),1
Firangi Bake,Yes,No,4.0,53,Rajarajeshwari Nagar,Delivery,"Mexican, Italian",600.0,Delivery,Banashankari,Mid Range (₹301-600),2
The Royal Corner - Pai Viceroy,Yes,Yes,4.2,815,Jayanagar,Casual Dining,"North Indian, Chinese",900.0,Delivery,Banashankari,Premium (₹601-1000),3
Hara Fine Dine,Yes,Yes,4.0,633,Banashankari,Casual Dining,"North Indian, Chinese",800.0,Delivery,Banashankari,Premium (₹601-1000),3
Chocoberry,Yes,No,3.5,56,Jayanagar,Dessert Parlor,"Ice Cream, Desserts, Beverages",400.0,Delivery,Banashankari,Mid Range (₹301-600),2
Dakshin Grand,Yes,No,3.0,82,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300.0,Delivery,Banashankari,Budget (₹0-300),1
Sandwichwallas,Yes,No,3.7,35,Jayanagar,Quick Bites,Fast Food,200.0,Delivery,Banashankari,Budget (₹0-300),1
Chai Mane,Yes,No,3.6,20,Basavanagudi,Quick Bites,"Juices, Fast Food",150.0,Delivery,Banashankari,Budget (₹0-300),1
SLV Upachar,Yes,No,3.1,14,Kumaraswamy Layout,Quick Bites,"South Indian, Chinese, Street Food",250.0,Delivery,Banashankari,Budget (₹0-300),1
Waffle-A-Go Go,Yes,No,3.9,70,Banashankari,Dessert Parlor,"Fast Food, Desserts, Ice Cream",400.0,Delivery,Banashankari,Mid Range (₹301-600),2
Cross Road Cafe,Yes,No,3.9,91,Jayanagar,Cafe,"Cafe, Fast Food, Chinese",300.0,Delivery,Banashankari,Budget (₹0-300),1
Anand Donne Biriyani,Yes,No,3.6,45,Jayanagar,Quick Bites,Biryani,200.0,Delivery,Banashankari,Budget (₹0-300),1
Seven Star,Yes,No,3.4,7,Banashankari,Quick Bites,"North Indian, Chinese",250.0,Delivery,Banashankari,Budget (₹0-300),1
Stop 'N' Joy,Yes,No,3.8,28,Banashankari,Quick Bites,Fast Food,150.0,Delivery,Banashankari,Budget (₹0-300),1
Sri Yaksha Shiv Sagar,Yes,No,3.6,24,Banashankari,Casual Dining,"North Indian, Chinese",600.0,Delivery,Banashankari,Mid Range (₹301-600),2
Fudge,Yes,No,3.8,36,Basavanagudi,Dessert Parlor,"Desserts, Momos",200.0,Delivery,Banashankari,Budget (₹0-300),1
Just Bunny,Yes,No,3.5,11,Jayanagar,Quick Bites,Fast Food,200.0,Delivery,Banashankari,Budget (₹0-300),1
Bakers Town,Yes,No,3.8,77,Kumaraswamy Layout,Cafe,"Cafe, Continental, Fast Food",650.0,Delivery,Banashankari,Premium (₹601-1000),3
Shree Mahalakshmi Sweets,Yes,No,3.2,8,Banashankari,Sweet Shop,"Mithai, Street Food",100.0,Delivery,Banashankari,Budget (₹0-300),1
Kaapi Kendra,Yes,No,3.7,14,Jayanagar,Quick Bites,South Indian,100.0,Delivery,Banashankari,Budget (₹0-300),1
Ivy,Yes,No,3.8,210,Kumaraswamy Layout,Casual Dining,"North Indian, Chinese, Fast Food",600.0,Delivery,Banashankari,Mid Range (₹301-600),2
The Airos,Yes,No,4.1,130,Jayanagar,Cafe,"Cafe, Italian, Pizza",650.0,Delivery,Banashankari,Premium (₹601-1000),3
Chai Kraft,Yes,No,4.1,30,Jayanagar,Beverage Shop,"Beverages, Tea",100.0,Delivery,Banashankari,Budget (₹0-300),1
Kirthi's Biryani,Yes,No,3.8,144,Banashankari,Cafe,"Chinese, Cafe, Italian",700.0,Delivery,Banashankari,Premium (₹601-1000),3
South Point Pub,Yes,No,3.4,11,Basavanagudi,Bar,"North Indian, Seafood, Chinese",800.0,Delivery,Banashankari,Premium (₹601-1000),3
The Trundle,Yes,No,3.7,133,Jayanagar,Casual Dining,"Chinese, Thai, Continental, North Indian",700.0,Delivery,Banashankari,Premium (₹601-1000),3
The Krishna Grand Xpress,Yes,No,4.0,136,Jayanagar,Quick Bites,"South Indian, Fast Food",350.0,Delivery,Banashankari,Mid Range (₹301-600),2
Sri Krishna Darshini,Yes,No,3.1,4,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",200.0,Delivery,Banashankari,Budget (₹0-300),1
Shringar Sweets & Snacks,Yes,No,3.5,11,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, South Indian, Street Food, Fast Food",200.0,Delivery,Banashankari,Budget (₹0-300),1
Udupi Grand,Yes,No,3.8,74,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",300.0,Delivery,Banashankari,Budget (₹0-300),1
Ganesh Grand,Yes,No,3.7,30,Basavanagudi,Quick Bites,"South Indian, North Indian, Desserts",300.0,Delivery,Banashankari,Budget (₹0-300),1
Shreyas Upahar & Burger Point,Yes,No,3.0,7,Basavanagudi,Quick Bites,"South Indian, Burger",200.0,Delivery,Banashankari,Budget (₹0-300),1
Coffee Tindi,Yes,No,3.8,75,Banashankari,"Cafe, Quick Bites","Cafe, South Indian",200.0,Delivery,Banashankari,Budget (₹0-300),1
Little Cafe,Yes,No,3.7,54,Basavanagudi,Cafe,"Cafe, Beverages",600.0,Delivery,Banashankari,Mid Range (₹301-600),2
Mumbai Badam Milk & Lassi Center,Yes,No,3.6,23,Basavanagudi,Kiosk,"Beverages, Desserts",100.0,Delivery,Banashankari,Budget (₹0-300),1
Sri Krishna Sagar,Yes,No,3.2,119,Banashankari,Casual Dining,"North Indian, Chinese",400.0,Delivery,Banashankari,Mid Range (₹301-600),2
Mylari Biryani Family Restaurant,Yes,No,3.7,73,Banashankari,Quick Bites,"Biryani, Fast Food",400.0,Delivery,Banashankari,Mid Range (₹301-600),2
1980s Games Cafe,Yes,No,3.4,58,Basavanagudi,Cafe,"Cafe, Fast Food",400.0,Delivery,Banashankari,Mid Range (₹301-600),2
Kadala Tarangaa,Yes,No,3.6,129,Banashankari,Casual Dining,"Mangalorean, Seafood, North Indian",600.0,Delivery,Banashankari,Mid Range (₹301-600),2
Namma Biryani,Yes,No,3.6,24,Banashankari,Quick Bites,"Biryani, Chinese, North Indian",250.0,Delivery,Banashankari,Budget (₹0-300),1
Nandhanu's Rasoi,Yes,No,3.0,175,Kumaraswamy Layout,Quick Bites,"Chinese, North Indian",400.0,Delivery,Banashankari,Mid Range (₹301-600),2
Hotel Pork Paradise,Yes,No,3.7,21,Mysore Road,Quick Bites,South Indian,300.0,Delivery,Banashankari,Budget (₹0-300),1
As On Fire,Yes,No,3.5,41,South Bangalore,Food Truck,"Pizza, Fast Food, BBQ",400.0,Delivery,Banashankari,Mid Range (₹301-600),2
J K Fish Land,Yes,No,3.6,35,Jayanagar,Quick Bites,"Seafood, Mangalorean",300.0,Delivery,Banashankari,Budget (₹0-300),1
Curry Leaves,Yes,No,4.1,176,Basavanagudi,Casual Dining,"Andhra, North Indian, Chinese",800.0,Delivery,Banashankari,Premium (₹601-1000),3
Lassi Shop,Yes,No,3.5,45,Banashankari,Beverage Shop,"Beverages, Ice Cream, Fast Food",300.0,Delivery,Banashankari,Budget (₹0-300),1
Magic Meals,Yes,No,3.7,47,Jayanagar,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Beverages",400.0,Delivery,Banashankari,Mid Range (₹301-600),2
Desi Cream Junction,Yes,Yes,3.7,36,Jayanagar,Casual Dining,"Chinese, North Indian, Pizza, Italian",650.0,Delivery,Banashankari,Premium (₹601-1000),3
Drunken Monkey,Yes,No,3.8,52,Kumaraswamy Layout,"Beverage Shop, Quick Bites","Beverages, Fast Food",400.0,Delivery,Banashankari,Mid Range (₹301-600),2
Ruchi's Corner,Yes,No,2.7,123,Banashankari,Quick Bites,Fast Food,200.0,Delivery,Banashankari,Budget (₹0-300),1
Tandoori Bytes,Yes,No,3.6,59,Kumaraswamy Layout,Casual Dining,North Indian,700.0,Delivery,Banashankari,Premium (₹601-1000),3
Bangalore Donne Biriyani,Yes,No,3.2,4,Kumaraswamy Layout,Quick Bites,"South Indian, Biryani",300.0,Delivery,Banashankari,Budget (₹0-300),1
SGS Non Veg - Gundu Pulav,Yes,No,3.8,101,Banashankari,Quick Bites,"Biryani, Fast Food",400.0,Delivery,Banashankari,Mid Range (₹301-600),2
Keventers,Yes,No,3.7,54,Banashankari,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400.0,Delivery,Banashankari,Mid Range (₹301-600),2
Navi Food Point,Yes,No,3.6,22,Basavanagudi,Quick Bites,Fast Food,200.0,Delivery,Banashankari,Budget (₹0-300),1
Shawarma Inc,Yes,No,3.1,31,Banashankari,Takeaway,"Rolls, Lebanese",250.0,Delivery,Banashankari,Budget (₹0-300),1
The Cafe Nuts and Bolts,Yes,No,3.0,29,Kumaraswamy Layout,Cafe,"Cafe, Fast Food, Chinese",500.0,Delivery,Banashankari,Mid Range (₹301-600),2
AM WOW,Yes,No,3.4,6,Jayanagar,Beverage Shop,Beverages,100.0,Delivery,Banashankari,Budget (₹0-300),1
Lalbagh Grand,Yes,No,3.0,22,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",250.0,Delivery,Banashankari,Budget (₹0-300),1
Funjabi Curries,Yes,No,2.9,11,Banashankari,Quick Bites,North Indian,500.0,Delivery,Banashankari,Mid Range (₹301-600),2
Eat Repeat,Yes,No,3.9,101,Basavanagudi,Quick Bites,South Indian,150.0,Delivery,Banashankari,Budget (₹0-300),1
Salut,Yes,Yes,4.1,442,Jayanagar,"Pub, Casual Dining","Continental, Finger Food, Seafood, Pizza",1200.0,Delivery,Banashankari,Luxury (₹1000+),4
Nammura Donne Biriyani,Yes,No,3.5,155,Basavanagudi,Quick Bites,"Biryani, Fast Food",400.0,Delivery,Banashankari,Mid Range (₹301-600),2
Lassi Stop,Yes,No,3.4,12,Banashankari,"Beverage Shop, Quick Bites","Beverages, Fast Food, Juices",150.0,Delivery,Banashankari,Budget (₹0-300),1
Dakshin Kitchen,Yes,No,3.6,15,Basavanagudi,Quick Bites,South Indian,100.0,Delivery,Banashankari,Budget (₹0-300),1
