cuisines,rate,votes,location,online_order,book_table
Fast Food,2.7,24,Malleshwaram,Yes,No
Rolls,2.7,24,Malleshwaram,Yes,No
South Indian,2.9,96,Rajajinagar,Yes,No
North Indian,2.9,96,Rajajinagar,Yes,No
Chinese,2.9,96,Rajajinagar,Yes,No
Street Food,2.9,96,Rajajinagar,Yes,No
Fast Food,2.9,96,Rajajinagar,Yes,No
Bakery,3.7,31,Malleshwaram,Yes,No
South Indian,3.4,9,Malleshwaram,No,No
North Indian,3.8,91,Vijay Nagar,Yes,No
South Indian,3.8,91,Vijay Nagar,Yes,No
Biryani,3.8,91,Vijay Nagar,Yes,No
North Indian,3.6,70,Seshadripuram,Yes,No
Mughlai,3.6,70,Seshadripuram,Yes,No
Chinese,3.6,70,Seshadripuram,Yes,No
Continental,3.6,70,Seshadripuram,Yes,No
Chinese,2.9,23,Malleshwaram,Yes,No
South Indian,3.7,16,Vijay Nagar,Yes,No
Cafe,3.9,252,Malleshwaram,Yes,No
Italian,3.9,252,Malleshwaram,Yes,No
Fast Food,3.8,78,Rajajinagar,Yes,No
Rolls,3.8,78,Rajajinagar,Yes,No
Chinese,3.2,9,Rajajinagar,Yes,No
North Indian,3.2,9,Rajajinagar,Yes,No
South Indian,3.2,9,Rajajinagar,Yes,No
Seafood,3.9,40,Malleshwaram,No,No
Chinese,3.9,40,Malleshwaram,No,No
North Indian,3.9,40,Malleshwaram,No,No
South Indian,3.9,40,Malleshwaram,No,No
Beverages,3.4,8,Seshadripuram,Yes,No
South Indian,3.9,98,Rajajinagar,Yes,No
Fast Food,3.5,11,Malleshwaram,No,No
South Indian,4.5,2416,Malleshwaram,Yes,No
South Indian,4.3,310,Vijay Nagar,Yes,No
Biryani,3.7,297,Rajajinagar,Yes,No
Kebab,3.7,297,Rajajinagar,Yes,No
North Indian,3.6,41,Race Course Road,Yes,No
Continental,3.6,41,Race Course Road,Yes,No
Chinese,3.6,41,Race Course Road,Yes,No
Asian,3.6,41,Race Course Road,Yes,No
Thai,3.6,41,Race Course Road,Yes,No
Andhra,4.0,930,Rajajinagar,No,No
Biryani,4.0,930,Rajajinagar,No,No
North Indian,4.0,930,Rajajinagar,No,No
Chinese,4.0,930,Rajajinagar,No,No
Andhra,3.7,103,Rajajinagar,No,No
Continental,3.7,103,Rajajinagar,No,No
Chinese,3.7,103,Rajajinagar,No,No
South Indian,3.8,27,Rajajinagar,Yes,No
Cafe,3.9,72,Malleshwaram,Yes,No
Continental,3.9,72,Malleshwaram,Yes,No
Steak,3.9,72,Malleshwaram,Yes,No
Italian,3.9,72,Malleshwaram,Yes,No
Chinese,3.5,16,Rajajinagar,Yes,No
Continental,3.5,16,Rajajinagar,Yes,No
North Indian,3.5,16,Rajajinagar,Yes,No
South Indian,3.5,16,Rajajinagar,Yes,No
South Indian,4.8,4421,Malleshwaram,Yes,No
North Indian,3.9,620,Rajajinagar,No,Yes
Chinese,3.9,620,Rajajinagar,No,Yes
Continental,3.9,620,Rajajinagar,No,Yes
Biryani,3.8,216,Rajajinagar,Yes,No
Kebab,3.8,216,Rajajinagar,Yes,No
Biryani,3.4,77,Basaveshwara Nagar,Yes,No
Mangalorean,3.3,6,Rajajinagar,No,No
Seafood,3.3,6,Rajajinagar,No,No
South Indian,3.3,6,Rajajinagar,No,No
Fast Food,3.7,18,Rajajinagar,Yes,No
Desserts,3.7,18,Rajajinagar,Yes,No
South Indian,3.3,8,Vasanth Nagar,Yes,No
South Indian,3.2,123,Basaveshwara Nagar,Yes,No
Biryani,3.2,123,Basaveshwara Nagar,Yes,No
Chinese,3.2,123,Basaveshwara Nagar,Yes,No
North Indian,3.2,123,Basaveshwara Nagar,Yes,No
South Indian,4.1,327,Malleshwaram,Yes,No
Seafood,3.8,20,Rajajinagar,Yes,No
South Indian,3.8,20,Rajajinagar,Yes,No
Chinese,3.8,20,Rajajinagar,Yes,No
Biryani,3.4,83,Sadashiv Nagar,Yes,No
Chinese,3.4,83,Sadashiv Nagar,Yes,No
South Indian,3.9,66,Malleshwaram,Yes,No
Fast Food,3.9,66,Malleshwaram,Yes,No
South Indian,3.3,4,Rajajinagar,Yes,No
Biryani,3.3,4,Rajajinagar,Yes,No
Chinese,4.0,97,Rajajinagar,Yes,No
Beverages,4.0,97,Rajajinagar,Yes,No
North Indian,3.9,63,Rajajinagar,Yes,No
Biryani,3.8,102,Rajajinagar,No,No
South Indian,3.9,35,Malleshwaram,Yes,No
South Indian,3.9,126,Rajajinagar,Yes,No
Fast Food,3.9,87,Seshadripuram,Yes,No
Rolls,3.9,87,Seshadripuram,Yes,No
South Indian,3.8,74,Basaveshwara Nagar,Yes,No
North Indian,3.8,74,Basaveshwara Nagar,Yes,No
Chinese,3.8,74,Basaveshwara Nagar,Yes,No
Street Food,3.8,74,Basaveshwara Nagar,Yes,No
Beverages,3.8,74,Basaveshwara Nagar,Yes,No
Mangalorean,3.1,94,Rajajinagar,Yes,No
Chinese,3.1,94,Rajajinagar,Yes,No
North Indian,3.1,94,Rajajinagar,Yes,No
Biryani,3.1,94,Rajajinagar,Yes,No
Biryani,3.5,46,Rajajinagar,No,No
Ice Cream,3.1,8,Rajajinagar,No,No
Desserts,3.1,8,Rajajinagar,No,No
Biryani,3.7,163,Vijay Nagar,Yes,No
South Indian,3.7,21,Mysore Road,No,No
Beverages,3.8,18,Basaveshwara Nagar,Yes,No
Desserts,3.8,18,Basaveshwara Nagar,Yes,No
South Indian,3.9,81,Malleshwaram,Yes,No
North Indian,3.9,81,Malleshwaram,Yes,No
Seafood,3.9,81,Malleshwaram,Yes,No
Chinese,3.9,81,Malleshwaram,Yes,No
Mangalorean,3.0,28,Rajajinagar,No,No
Chinese,3.0,28,Rajajinagar,No,No
Seafood,3.0,28,Rajajinagar,No,No
North Indian,3.0,28,Rajajinagar,No,No
South Indian,3.9,291,Malleshwaram,Yes,No
North Indian,3.9,291,Malleshwaram,Yes,No
Chinese,3.9,291,Malleshwaram,Yes,No
Bakery,3.9,291,Malleshwaram,Yes,No
Desserts,3.9,291,Malleshwaram,Yes,No
South Indian,3.9,41,Malleshwaram,Yes,No
Chinese,3.5,10,Rajajinagar,Yes,No
Fast Food,3.5,10,Rajajinagar,Yes,No
North Indian,3.5,10,Rajajinagar,Yes,No
North Indian,3.7,18,Rajajinagar,No,No
Desserts,3.4,8,Rajajinagar,No,No
Mithai,3.1,27,Seshadripuram,Yes,No
Street Food,3.1,27,Seshadripuram,Yes,No
Seafood,3.7,57,Rajajinagar,Yes,Yes
North Indian,3.7,57,Rajajinagar,Yes,Yes
Chinese,3.7,57,Rajajinagar,Yes,Yes
Continental,3.7,57,Rajajinagar,Yes,Yes
Mangalorean,3.7,57,Rajajinagar,Yes,Yes
Street Food,3.6,42,Rajajinagar,No,No
South Indian,3.5,36,Rajajinagar,No,No
Mithai,3.7,27,Malleshwaram,Yes,No
Bakery,3.1,7,Basaveshwara Nagar,Yes,No
Fast Food,3.1,7,Basaveshwara Nagar,Yes,No
Fast Food,3.2,4,Rajajinagar,Yes,No
Biryani,3.3,5,Rajajinagar,No,No
Chinese,3.3,5,Rajajinagar,No,No
South Indian,3.1,37,Rajajinagar,No,No
Biryani,3.1,38,Rajajinagar,No,No
Fast Food,3.1,38,Rajajinagar,No,No
Bakery,3.4,4,Rajajinagar,No,No
Andhra,3.5,15,Rajajinagar,No,No
South Indian,3.5,15,Rajajinagar,No,No
Biryani,3.5,15,Rajajinagar,No,No
North Indian,3.5,15,Rajajinagar,No,No
Mangalorean,3.5,15,Rajajinagar,No,No
Ice Cream,3.3,6,Rajajinagar,No,No
North Indian,3.2,4,Rajajinagar,No,No
South Indian,3.2,4,Rajajinagar,No,No
North Indian,3.4,7,Rajajinagar,No,No
Chinese,3.4,7,Rajajinagar,No,No
South Indian,3.3,5,Rajajinagar,No,No
Chinese,3.3,5,Rajajinagar,No,No
North Indian,3.2,4,Rajajinagar,No,No
Chinese,3.2,4,Rajajinagar,No,No
Mughlai,3.2,4,Rajajinagar,No,No
North Indian,3.2,4,Rajajinagar,No,No
Chinese,3.2,4,Rajajinagar,No,No
Biryani,3.4,10,Rajajinagar,No,No
Kebab,3.4,10,Rajajinagar,No,No
Biryani,3.5,37,Rajajinagar,No,No
North Indian,3.4,22,Rajajinagar,Yes,No
Fast Food,3.4,22,Rajajinagar,Yes,No
South Indian,3.3,4,Rajajinagar,No,No
Bakery,3.6,12,Rajajinagar,No,No
Desserts,3.6,12,Rajajinagar,No,No
South Indian,3.3,6,Rajajinagar,No,No
Biryani,3.8,177,Seshadripuram,Yes,No
Street Food,4.1,453,Basavanagudi,No,No
North Indian,3.7,28,Seshadripuram,No,No
Asian,3.7,28,Seshadripuram,No,No
Continental,3.7,28,Seshadripuram,No,No
Biryani,3.9,175,Basaveshwara Nagar,No,No
South Indian,3.9,175,Basaveshwara Nagar,No,No
South Indian,3.5,7,Malleshwaram,No,No
Continental,3.7,239,Basaveshwara Nagar,No,No
Italian,3.7,239,Basaveshwara Nagar,No,No
Cafe,3.7,239,Basaveshwara Nagar,No,No
Beverages,3.7,239,Basaveshwara Nagar,No,No
Desserts,3.7,239,Basaveshwara Nagar,No,No
Mithai,3.3,5,Malleshwaram,No,No
Fast Food,3.3,5,Malleshwaram,No,No
Desserts,3.9,57,Basaveshwara Nagar,No,No
Mithai,3.4,4,Malleshwaram,No,No
Continental,3.9,86,Race Course Road,Yes,No
North Indian,3.9,86,Race Course Road,Yes,No
Chinese,3.9,86,Race Course Road,Yes,No
Biryani,3.3,5,Magadi Road,Yes,No
Kebab,3.3,5,Magadi Road,Yes,No
Healthy Food,3.3,4,Basavanagudi,No,No
South Indian,3.3,4,Basavanagudi,No,No
Mithai,3.3,7,Vijay Nagar,No,No
South Indian,3.7,31,Basavanagudi,No,No
North Indian,3.7,31,Basavanagudi,No,No
Desserts,3.7,31,Basavanagudi,No,No
Desserts,3.6,19,Rajajinagar,Yes,No
Beverages,3.6,19,Rajajinagar,Yes,No
Healthy Food,3.3,4,City Market,Yes,No
Juices,3.3,4,City Market,Yes,No
Pizza,3.3,4,Basavanagudi,Yes,No
Beverages,3.3,4,Basavanagudi,Yes,No
Ice Cream,3.3,4,Basavanagudi,Yes,No
Cafe,4.1,80,Malleshwaram,Yes,No
North Indian,4.3,1145,Malleshwaram,No,Yes
South Indian,4.3,1145,Malleshwaram,No,Yes
Ice Cream,4.3,190,Malleshwaram,No,No
Beverages,4.3,190,Malleshwaram,No,No
Mexican,4.2,124,Malleshwaram,No,No
Fast Food,4.2,124,Malleshwaram,No,No
North Indian,3.8,128,Vijay Nagar,No,No
Chinese,3.8,128,Vijay Nagar,No,No
Continental,3.8,128,Vijay Nagar,No,No
North Indian,3.2,46,Basaveshwara Nagar,No,No
Chinese,3.2,46,Basaveshwara Nagar,No,No
Seafood,3.2,46,Basaveshwara Nagar,No,No
North Indian,3.7,30,Basaveshwara Nagar,No,No
Chinese,3.7,30,Basaveshwara Nagar,No,No
Mangalorean,3.7,30,Basaveshwara Nagar,No,No
Chinese,2.9,86,Malleshwaram,No,No
North Indian,2.9,86,Malleshwaram,No,No
Ice Cream,4.0,25,Malleshwaram,Yes,No
Desserts,4.0,25,Malleshwaram,Yes,No
Chinese,4.0,178,Basaveshwara Nagar,No,No
North Indian,4.0,178,Basaveshwara Nagar,No,No
Chinese,3.3,6,Malleshwaram,No,No
Fast Food,3.6,15,Magadi Road,Yes,No
Bakery,3.6,15,Magadi Road,Yes,No
Desserts,3.5,8,Malleshwaram,No,No
Mangalorean,3.8,13,Malleshwaram,Yes,No
Continental,3.3,4,Malleshwaram,No,No
North Indian,3.3,4,Malleshwaram,No,No
South Indian,3.1,49,Malleshwaram,No,No
Mangalorean,3.1,49,Malleshwaram,No,No
Kerala,3.1,49,Malleshwaram,No,No
North Indian,3.7,33,Seshadripuram,No,No
Chinese,3.7,33,Seshadripuram,No,No
Hyderabadi,3.7,33,Seshadripuram,No,No
Desserts,3.3,16,Basaveshwara Nagar,No,No
North Indian,3.3,6,Malleshwaram,No,No
Chinese,3.3,6,Malleshwaram,No,No
Thai,3.3,6,Malleshwaram,No,No
Italian,3.3,6,Malleshwaram,No,No
South Indian,3.3,6,Malleshwaram,No,No
Fast Food,3.8,16,Malleshwaram,No,No
Beverages,3.8,16,Malleshwaram,No,No
South Indian,3.3,13,Malleshwaram,No,No
North Indian,3.3,6,Majestic,No,No
South Indian,3.3,6,Majestic,No,No
Chinese,3.3,6,Majestic,No,No
North Indian,3.2,11,Majestic,No,No
Chinese,3.2,11,Majestic,No,No
Andhra,3.2,11,Majestic,No,No
Desserts,3.3,7,Basaveshwara Nagar,No,No
Desserts,3.4,17,Malleshwaram,No,No
Mithai,3.5,49,Basaveshwara Nagar,No,No
North Indian,3.5,49,Basaveshwara Nagar,No,No
Street Food,3.5,49,Basaveshwara Nagar,No,No
Healthy Food,2.6,30,Malleshwaram,No,No
Beverages,2.6,30,Malleshwaram,No,No
Fast Food,2.6,30,Malleshwaram,No,No
North Indian,3.4,11,Majestic,No,No
South Indian,3.4,11,Majestic,No,No
North Indian,3.3,12,Vijay Nagar,No,No
South Indian,3.3,12,Vijay Nagar,No,No
Chinese,3.3,12,Vijay Nagar,No,No
North Indian,3.3,20,Malleshwaram,No,No
Chinese,3.3,20,Malleshwaram,No,No
Biryani,3.3,20,Malleshwaram,No,No
Pizza,2.8,270,Malleshwaram,No,No
Pizza,4.2,290,Rajajinagar,Yes,No
Fast Food,3.4,61,Rajajinagar,No,No
South Indian,3.2,5,Majestic,Yes,No
Seafood,3.5,19,Seshadripuram,Yes,No
Mangalorean,3.5,19,Seshadripuram,Yes,No
Chinese,3.5,19,Seshadripuram,Yes,No
Desserts,3.3,10,Malleshwaram,Yes,No
Bakery,3.3,10,Malleshwaram,Yes,No
North Indian,3.4,7,Majestic,Yes,No
Seafood,3.9,36,Yeshwantpur,Yes,No
North Indian,3.9,36,Yeshwantpur,Yes,No
Mangalorean,3.9,36,Yeshwantpur,Yes,No
Bakery,4.8,1161,Rajajinagar,No,No
Desserts,4.8,1161,Rajajinagar,No,No
Mithai,3.8,114,Rajajinagar,Yes,No
Street Food,3.8,114,Rajajinagar,Yes,No
Ice Cream,4.0,155,Rajajinagar,Yes,No
Desserts,3.9,115,Rajajinagar,Yes,No
Ice Cream,3.9,115,Rajajinagar,Yes,No
Beverages,3.9,115,Rajajinagar,Yes,No
Sandwich,3.9,115,Rajajinagar,Yes,No
Ice Cream,3.1,8,Rajajinagar,No,No
Desserts,3.1,8,Rajajinagar,No,No
Bakery,4.0,39,Rajajinagar,Yes,No
Desserts,4.0,39,Rajajinagar,Yes,No
Desserts,3.3,7,Rajajinagar,Yes,No
Sandwich,3.3,7,Rajajinagar,Yes,No
Pizza,3.3,7,Rajajinagar,Yes,No
Burger,3.3,7,Rajajinagar,Yes,No
Desserts,3.6,39,Rajajinagar,Yes,No
Ice Cream,3.6,39,Rajajinagar,Yes,No
Bakery,3.8,56,Rajajinagar,No,No
Desserts,3.8,56,Rajajinagar,No,No
Cafe,3.5,8,Rajajinagar,No,No
Desserts,3.4,8,Rajajinagar,No,No
Ice Cream,3.5,13,Rajajinagar,Yes,No
Fast Food,3.5,13,Rajajinagar,Yes,No
Bakery,3.5,14,Rajajinagar,Yes,No
Bakery,3.4,36,Rajajinagar,Yes,No
Ice Cream,2.9,20,Rajajinagar,Yes,No
Desserts,2.9,20,Rajajinagar,Yes,No
Ice Cream,3.4,10,Rajajinagar,No,No
Fast Food,3.4,10,Rajajinagar,No,No
Bakery,3.3,4,Rajajinagar,No,No
Fast Food,3.3,4,Rajajinagar,No,No
Bakery,3.4,4,Rajajinagar,No,No
Desserts,3.3,8,Rajajinagar,No,No
Fast Food,3.7,10,Rajajinagar,No,No
Ice Cream,3.3,6,Rajajinagar,No,No
Desserts,3.0,28,Rajajinagar,No,No
Mithai,3.6,15,Rajajinagar,No,No
Desserts,3.6,15,Rajajinagar,No,No
Bakery,3.6,12,Rajajinagar,No,No
Desserts,3.6,12,Rajajinagar,No,No
Ice Cream,3.4,7,Rajajinagar,No,No
Desserts,3.4,7,Rajajinagar,No,No
Mithai,3.6,24,Rajajinagar,Yes,No
Street Food,3.6,24,Rajajinagar,Yes,No
Mithai,3.7,53,Rajajinagar,No,No
Street Food,3.7,53,Rajajinagar,No,No
Bakery,3.0,8,Rajajinagar,No,No
Desserts,3.0,8,Rajajinagar,No,No
Beverages,3.0,8,Rajajinagar,No,No
Pizza,4.3,397,Basaveshwara Nagar,Yes,Yes
Cafe,4.3,397,Basaveshwara Nagar,Yes,Yes
Italian,4.3,397,Basaveshwara Nagar,Yes,Yes
Desserts,3.8,35,Basaveshwara Nagar,Yes,No
Ice Cream,4.2,148,Basaveshwara Nagar,No,No
Beverages,4.2,148,Basaveshwara Nagar,No,No
Desserts,4.1,179,Basaveshwara Nagar,Yes,No
Ice Cream,4.1,179,Basaveshwara Nagar,Yes,No
Ice Cream,3.4,10,Basaveshwara Nagar,Yes,No
Juices,3.4,10,Basaveshwara Nagar,Yes,No
Fast Food,3.4,10,Basaveshwara Nagar,Yes,No
Ice Cream,3.7,23,Basaveshwara Nagar,No,No
Mithai,3.9,61,Basaveshwara Nagar,Yes,No
Street Food,3.9,61,Basaveshwara Nagar,Yes,No
Ice Cream,3.8,43,Basaveshwara Nagar,Yes,No
Desserts,3.8,43,Basaveshwara Nagar,Yes,No
Cafe,3.6,99,Basaveshwara Nagar,Yes,No
Italian,3.6,99,Basaveshwara Nagar,Yes,No
Desserts,3.6,99,Basaveshwara Nagar,Yes,No
Desserts,3.9,57,Basaveshwara Nagar,No,No
Desserts,3.8,75,Basaveshwara Nagar,Yes,No
Desserts,3.3,16,Basaveshwara Nagar,No,No
Desserts,3.3,7,Basaveshwara Nagar,No,No
Mithai,3.5,49,Basaveshwara Nagar,No,No
North Indian,3.5,49,Basaveshwara Nagar,No,No
Street Food,3.5,49,Basaveshwara Nagar,No,No
Bakery,3.8,46,Basaveshwara Nagar,No,No
Desserts,3.8,46,Basaveshwara Nagar,No,No
Beverages,3.7,39,Basaveshwara Nagar,No,No
Desserts,3.7,39,Basaveshwara Nagar,No,No
Ice Cream,3.7,39,Basaveshwara Nagar,No,No
Desserts,4.3,236,Race Course Road,No,No
Ice Cream,4.4,406,Seshadripuram,Yes,No
Desserts,4.4,406,Seshadripuram,Yes,No
Desserts,4.2,290,Malleshwaram,Yes,No
Cafe,4.2,290,Malleshwaram,Yes,No
Continental,4.2,290,Malleshwaram,Yes,No
Desserts,3.9,108,Malleshwaram,No,No
Ice Cream,3.9,108,Malleshwaram,No,No
Bakery,3.9,133,Malleshwaram,No,No
Fast Food,3.9,133,Malleshwaram,No,No
Beverages,3.8,72,Malleshwaram,Yes,No
Desserts,3.8,72,Malleshwaram,Yes,No
Juices,3.8,72,Malleshwaram,Yes,No
Bakery,4.0,28,Malleshwaram,Yes,No
Desserts,4.0,28,Malleshwaram,Yes,No
Desserts,3.4,10,Vijay Nagar,Yes,No
Ice Cream,3.4,10,Vijay Nagar,Yes,No
Beverages,3.4,10,Vijay Nagar,Yes,No
Ice Cream,4.0,25,Malleshwaram,Yes,No
Desserts,4.0,25,Malleshwaram,Yes,No
Desserts,3.5,10,Malleshwaram,No,No
Bakery,3.7,4,Malleshwaram,Yes,No
Mithai,3.8,28,Malleshwaram,No,No
Street Food,3.8,28,Malleshwaram,No,No
Desserts,4.1,197,Malleshwaram,Yes,No
Beverages,4.1,197,Malleshwaram,Yes,No
Desserts,3.5,8,Malleshwaram,No,No
Mithai,3.3,5,Malleshwaram,No,No
Fast Food,3.3,5,Malleshwaram,No,No
Desserts,3.7,12,Malleshwaram,No,No
Desserts,3.9,46,Malleshwaram,No,No
Ice Cream,3.9,46,Malleshwaram,No,No
Bakery,3.7,31,Malleshwaram,Yes,No
Mithai,3.7,27,Malleshwaram,Yes,No
Mithai,3.4,4,Malleshwaram,No,No
Ice Cream,3.3,4,Malleshwaram,Yes,No
Desserts,3.3,4,Malleshwaram,Yes,No
Cafe,3.5,7,Malleshwaram,No,No
Desserts,3.6,17,Malleshwaram,Yes,No
Desserts,3.3,10,Malleshwaram,Yes,No
Bakery,3.3,10,Malleshwaram,Yes,No
Fast Food,3.8,16,Malleshwaram,No,No
Beverages,3.8,16,Malleshwaram,No,No
Ice Cream,4.1,81,Malleshwaram,No,No
Desserts,3.5,12,Malleshwaram,No,No
Mithai,3.4,9,Majestic,No,No
Street Food,3.4,9,Majestic,No,No
Beverages,4.1,96,Malleshwaram,No,No
Desserts,4.1,96,Malleshwaram,No,No
Ice Cream,3.8,51,Malleshwaram,No,No
Bakery,3.8,51,Malleshwaram,No,No
Desserts,3.8,51,Malleshwaram,No,No
Desserts,3.4,17,Malleshwaram,No,No
Bakery,3.9,131,Malleshwaram,Yes,No
Desserts,3.9,131,Malleshwaram,Yes,No
Beverages,3.9,131,Malleshwaram,Yes,No
Desserts,3.9,360,Malleshwaram,Yes,No
Ice Cream,4.1,143,Malleshwaram,Yes,No
Desserts,4.1,143,Malleshwaram,Yes,No
Finger Food,4.3,1103,Rajajinagar,No,Yes
Continental,4.3,1103,Rajajinagar,No,Yes
North Indian,4.3,1103,Rajajinagar,No,Yes
Italian,4.3,1103,Rajajinagar,No,Yes
Japanese,4.3,1103,Rajajinagar,No,Yes
Continental,4.6,2423,Rajajinagar,Yes,Yes
North Indian,4.6,2423,Rajajinagar,Yes,Yes
Chinese,4.6,2423,Rajajinagar,Yes,Yes
North Indian,4.5,1284,Rajajinagar,No,Yes
European,4.5,1284,Rajajinagar,No,Yes
Mediterranean,4.5,1284,Rajajinagar,No,Yes
BBQ,4.5,1284,Rajajinagar,No,Yes
Kebab,4.5,1284,Rajajinagar,No,Yes
South Indian,3.9,74,Rajajinagar,Yes,No
Fast Food,3.9,74,Rajajinagar,Yes,No
South Indian,4.3,690,Rajajinagar,No,No
North Indian,4.3,818,Rajajinagar,No,No
Chinese,4.3,818,Rajajinagar,No,No
Street Food,4.3,818,Rajajinagar,No,No
Juices,4.3,818,Rajajinagar,No,No
Pizza,4.3,858,Rajajinagar,No,Yes
Biryani,4.3,858,Rajajinagar,No,Yes
North Indian,4.3,858,Rajajinagar,No,Yes
South Indian,4.3,858,Rajajinagar,No,Yes
Mughlai,4.1,568,Rajajinagar,Yes,No
Chinese,4.1,568,Rajajinagar,Yes,No
North Indian,4.0,617,Rajajinagar,No,Yes
South Indian,4.0,617,Rajajinagar,No,Yes
Continental,4.0,617,Rajajinagar,No,Yes
Andhra,3.8,591,Rajajinagar,Yes,No
North Indian,3.8,591,Rajajinagar,Yes,No
Chinese,3.8,591,Rajajinagar,Yes,No
North Indian,4.0,633,Rajajinagar,Yes,No
Mughlai,4.0,633,Rajajinagar,Yes,No
South Indian,4.0,633,Rajajinagar,Yes,No
Chinese,4.0,633,Rajajinagar,Yes,No
North Indian,3.9,676,Rajajinagar,Yes,Yes
Continental,3.9,676,Rajajinagar,Yes,Yes
Seafood,4.1,428,Rajajinagar,Yes,Yes
North Indian,4.1,428,Rajajinagar,Yes,Yes
Chinese,4.1,428,Rajajinagar,Yes,Yes
South Indian,3.8,335,Rajajinagar,Yes,No
North Indian,3.8,335,Rajajinagar,Yes,No
Chinese,3.8,335,Rajajinagar,Yes,No
Street Food,3.8,335,Rajajinagar,Yes,No
Juices,3.8,335,Rajajinagar,Yes,No
Andhra,4.0,930,Rajajinagar,No,No
Biryani,4.0,930,Rajajinagar,No,No
North Indian,4.0,930,Rajajinagar,No,No
Chinese,4.0,930,Rajajinagar,No,No
Andhra,3.7,103,Rajajinagar,No,No
Continental,3.7,103,Rajajinagar,No,No
Chinese,3.7,103,Rajajinagar,No,No
Andhra,3.9,320,Rajajinagar,Yes,No
Chinese,3.9,320,Rajajinagar,Yes,No
North Indian,3.9,320,Rajajinagar,Yes,No
Seafood,3.9,320,Rajajinagar,Yes,No
North Indian,3.9,620,Rajajinagar,No,Yes
Chinese,3.9,620,Rajajinagar,No,Yes
Continental,3.9,620,Rajajinagar,No,Yes
North Indian,4.1,502,Rajajinagar,Yes,No
Chinese,4.1,502,Rajajinagar,Yes,No
Chinese,3.8,149,Rajajinagar,Yes,No
South Indian,3.5,73,Rajajinagar,No,No
Chinese,3.5,73,Rajajinagar,No,No
Desserts,4.0,137,Rajajinagar,No,Yes
North Indian,4.0,137,Rajajinagar,No,Yes
Chinese,4.0,137,Rajajinagar,No,Yes
North Indian,3.7,81,Rajajinagar,No,No
South Indian,3.7,81,Rajajinagar,No,No
Chinese,3.7,81,Rajajinagar,No,No
Mangalorean,3.1,94,Rajajinagar,Yes,No
Chinese,3.1,94,Rajajinagar,Yes,No
North Indian,3.1,94,Rajajinagar,Yes,No
Biryani,3.1,94,Rajajinagar,Yes,No
Chinese,3.3,44,Rajajinagar,Yes,No
Thai,3.3,44,Rajajinagar,Yes,No
Seafood,3.3,44,Rajajinagar,Yes,No
Mangalorean,3.0,28,Rajajinagar,No,No
Chinese,3.0,28,Rajajinagar,No,No
Seafood,3.0,28,Rajajinagar,No,No
North Indian,3.0,28,Rajajinagar,No,No
North Indian,3.4,10,Rajajinagar,No,No
South Indian,3.4,10,Rajajinagar,No,No
Continental,3.4,10,Rajajinagar,No,No
North Indian,3.7,18,Rajajinagar,No,No
North Indian,2.3,180,Rajajinagar,Yes,No
Chinese,2.3,180,Rajajinagar,Yes,No
South Indian,2.3,180,Rajajinagar,Yes,No
Street Food,2.3,180,Rajajinagar,Yes,No
South Indian,3.8,27,Rajajinagar,Yes,No
Seafood,3.8,20,Rajajinagar,Yes,No
South Indian,3.8,20,Rajajinagar,Yes,No
Chinese,3.8,20,Rajajinagar,Yes,No
Seafood,3.7,57,Rajajinagar,Yes,Yes
North Indian,3.7,57,Rajajinagar,Yes,Yes
Chinese,3.7,57,Rajajinagar,Yes,Yes
Continental,3.7,57,Rajajinagar,Yes,Yes
Mangalorean,3.7,57,Rajajinagar,Yes,Yes
North Indian,3.2,97,Rajajinagar,No,No
South Indian,3.2,97,Rajajinagar,No,No
Chinese,3.2,97,Rajajinagar,No,No
North Indian,3.7,349,Rajajinagar,Yes,No
Mughlai,3.7,349,Rajajinagar,Yes,No
Biryani,3.7,349,Rajajinagar,Yes,No
Chinese,3.7,349,Rajajinagar,Yes,No
Kebab,3.7,349,Rajajinagar,Yes,No
Chinese,3.3,4,Rajajinagar,Yes,No
North Indian,3.3,4,Rajajinagar,Yes,No
South Indian,3.3,4,Rajajinagar,Yes,No
Fast Food,3.3,4,Rajajinagar,Yes,No
South Indian,3.3,10,Rajajinagar,Yes,No
North Indian,3.3,10,Rajajinagar,Yes,No
Chinese,3.3,10,Rajajinagar,Yes,No
Andhra,3.4,590,Rajajinagar,Yes,No
North Indian,3.4,590,Rajajinagar,Yes,No
Chinese,3.4,590,Rajajinagar,Yes,No
Biryani,3.4,590,Rajajinagar,Yes,No
Andhra,3.5,15,Rajajinagar,No,No
South Indian,3.5,15,Rajajinagar,No,No
Biryani,3.5,15,Rajajinagar,No,No
North Indian,3.5,15,Rajajinagar,No,No
Mangalorean,3.5,15,Rajajinagar,No,No
North Indian,3.7,31,Rajajinagar,No,No
Fast Food,3.7,31,Rajajinagar,No,No
North Indian,3.4,7,Rajajinagar,No,No
Chinese,3.4,7,Rajajinagar,No,No
North Indian,3.3,5,Rajajinagar,No,No
Chinese,3.3,5,Rajajinagar,No,No
Biryani,3.3,5,Rajajinagar,No,No
South Indian,3.3,5,Rajajinagar,No,No
Chinese,3.3,5,Rajajinagar,No,No
Mughlai,3.2,4,Rajajinagar,No,No
North Indian,3.2,4,Rajajinagar,No,No
Chinese,3.2,4,Rajajinagar,No,No
North Indian,3.2,4,Rajajinagar,No,No
Chinese,3.2,4,Rajajinagar,No,No
